#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244659266
#Software Version,2.7.5
Sample,Time (s),C1 (mV),C2 (V)
4133,0.16625,-292.2,0.852
4134,0.1675,-177,0.87
4135,0.16875,-260.8,0.888
4136,0.17,-320.8,0.904
4137,0.17125,-285.2,0.922
4138,0.1725,-197.4,0.94
4139,0.17375,-200.6,0.958
4140,0.175,-347.6,0.976
4141,0.17625,-277.8,0.99
4142,0.1775,-240.4,1.006
4143,0.17875,-168.8,1.024
4144,0.18,-348.6,1.042
4145,0.18125,-269,1.056
4146,0.1825,-264.2,1.074
4147,0.18375,-162.4,1.09
4148,0.185,-345.4,1.108
4149,0.18625,-253.4,1.126
4150,0.1875,-272.4,1.144
4151,0.18875,-158.4,1.158
4152,0.19,-356,1.176
4153,0.19125,-260.2,1.192
4154,0.1925,-269.4,1.21
4155,0.19375,-149.6,1.228
4156,0.195,-355.2,1.246
4157,0.19625,-269.6,1.26
4158,0.1975,-267.6,1.28
4159,0.19875,-138.2,1.298
4160,0.2,-348.6,1.316
4161,0.20125,-278.4,1.336
4162,0.2025,-274.4,1.354
4163,0.20375,-143.8,1.372
4164,0.205,-345.4,1.39
4165,0.20625,-271.4,1.41
4166,0.2075,-264.2,1.428
4167,0.20875,-167.2,1.446
4168,0.21,-338,1.464
4169,0.21125,-270.4,1.48
4170,0.2125,-237.6,1.498
4171,0.21375,-194.8,1.516
4172,0.215,-337,1.534
4173,0.21625,-282.2,1.554
4174,0.2175,-198.6,1.572
4175,0.21875,-234.6,1.594
4176,0.22,-323.6,1.61
4177,0.22125,-302.6,1.632
4178,0.2225,-157.8,1.65
4179,0.22375,-274.4,1.67
4180,0.225,-297.6,1.688
4181,0.22625,-306.8,1.71
4182,0.2275,-139.2,1.726
4183,0.22875,-317.8,1.748
4184,0.23,-274.4,1.768
4185,0.23125,-284.4,1.79
4186,0.2325,-151.4,1.81
4187,0.23375,-336.8,1.828
4188,0.235,-276.8,1.85
4189,0.23625,-223.2,1.87
4190,0.2375,-219,1.892
4191,0.23875,-323.6,1.91
4192,0.24,-295,1.93
4193,0.24125,-158.4,1.952
4194,0.2425,-294.2,1.972
4195,0.24375,-293.6,1.99
4196,0.245,-286.2,2.008
4197,0.24625,-134.2,2.028
4198,0.2475,-346.6,2.054
4199,0.24875,-299.4,2.074
4200,0.25,-227.2,2.096
4201,0.25125,-201.2,2.114
4202,0.2525,-308,2.138
4203,0.25375,-310,2.156
4204,0.255,-155.6,2.18
4205,0.25625,-304,2.2
4206,0.2575,-274,2.222
4207,0.25875,-264,2.242
4208,0.26,-175.6,2.268
4209,0.26125,-341.4,2.288
4210,0.2625,-300.4,2.31
4211,0.26375,-164.4,2.334
4212,0.265,-288.2,2.356
4213,0.26625,-298,2.376
4214,0.2675,-275,2.398
4215,0.26875,-141.8,2.418
4216,0.27,-342.8,2.44
4217,0.27125,-313.8,2.46
4218,0.2725,-178.2,2.486
4219,0.27375,-266,2.506
4220,0.275,-285.4,2.53
4221,0.27625,-291.8,2.552
4222,0.2775,-157.8,2.574
4223,0.27875,-322.6,2.594
4224,0.28,-295.2,2.618
4225,0.28125,-168.8,2.64
4226,0.2825,-301.4,2.664
4227,0.28375,-295.6,2.69
4228,0.285,-256.2,2.71
4229,0.28625,-173.2,2.732
4230,0.2875,-334.4,2.752
4231,0.28875,-314.8,2.774
4232,0.29,-133.2,2.798
4233,0.29125,-314.8,2.82
4234,0.2925,-305,2.844
4235,0.29375,-231.2,2.864
4236,0.295,-215.4,2.89
4237,0.29625,-296.2,2.91
4238,0.2975,-310.8,2.932
4239,0.29875,-147,2.956
4240,0.3,-323.6,2.978
4241,0.30125,-292.2,2.998
4242,0.3025,-180.6,3.022
4243,0.30375,-297.2,3.044
4244,0.305,-293.2,3.068
4245,0.30625,-243.4,3.092
4246,0.3075,-196.4,3.114
4247,0.30875,-325.6,3.138
4248,0.31,-307.4,3.164
4249,0.31125,-124,3.18
4250,0.3125,-332.6,3.206
4251,0.31375,-321.8,3.226
4252,0.315,-171.6,3.248
4253,0.31625,-273.6,3.272
4254,0.3175,-294.6,3.296
4255,0.31875,-253.2,3.318
4256,0.32,-213,3.338
4257,0.32125,-286.4,3.364
4258,0.3225,-290.2,3.388
4259,0.32375,-166.4,3.41
4260,0.325,-330,3.43
4261,0.32625,-306,3.454
4262,0.3275,-137.2,3.476
4263,0.32875,-328.6,3.496
4264,0.33,-316.8,3.522
4265,0.33125,-162.4,3.542
4266,0.3325,-271.6,3.568
4267,0.33375,-316.4,3.592
4268,0.335,-231.2,3.612
4269,0.33625,-227.2,3.634
4270,0.3375,-295.6,3.662
4271,0.33875,-278,3.684
4272,0.34,-193.2,3.704
4273,0.34125,-291.8,3.726
4274,0.3425,-293.2,3.746
4275,0.34375,-170.8,3.77
4276,0.345,-319.2,3.792
4277,0.34625,-304.4,3.816
4278,0.3475,-139.6,3.838
4279,0.34875,-334,3.858
4280,0.35,-324.2,3.886
4281,0.35125,-128.4,3.904
4282,0.3525,-318.2,3.928
4283,0.35375,-331.6,3.954
4284,0.355,-151.6,3.974
4285,0.35625,-296.2,4
4286,0.3575,-317.2,4.02
4287,0.35875,-177.2,4.044
4288,0.36,-287.2,4.07
4289,0.36125,-301,4.094
4290,0.3625,-191.8,4.116
4291,0.36375,-280,4.14
4292,0.365,-30.6,2.342
4293,0.36625,0.4,4.188
4294,0.3675,54,4.214
4295,0.36875,2210.8,4.238
4296,0.37,1958.4,4.26
4297,0.37125,1813.4,4.28
4298,0.3725,1517.4,4.304
4299,0.37375,1434.8,4.326
4300,0.375,1318.8,4.344
4301,0.37625,1414.2,4.358
4302,0.3775,1217,4.374
4303,0.37875,1211.6,4.396
4304,0.38,1097,4.41
4305,0.38125,1161.4,4.424
4306,0.3825,1174.8,4.438
4307,0.38375,976.6,4.456
4308,0.385,1017.4,4.466
4309,0.38625,961.4,4.476
4310,0.3875,956.8,4.49
4311,0.38875,1038,4.504
4312,0.39,979.8,4.516
4313,0.39125,872.4,4.53
4314,0.3925,907.2,4.54
4315,0.39375,816.8,4.554
4316,0.395,824.2,4.568
4317,0.39625,885.6,4.578
4318,0.3975,852.2,4.59
4319,0.39875,727.6,4.596
4320,0.4,693.4,4.606
4321,0.40125,692.4,4.62
4322,0.4025,612.2,4.628
4323,0.40375,569.4,4.632
4324,0.405,617.4,4.638
4325,0.40625,623.4,4.648
4326,0.4075,580.8,4.656
4327,0.40875,513.4,4.666
4328,0.41,452.2,4.674
4329,0.41125,468.4,4.684
4330,0.4125,464.6,4.692
4331,0.41375,420,4.698
4332,0.415,352.4,4.706
4333,0.41625,342.6,4.708
4334,0.4175,355.8,4.716
4335,0.41875,364.2,4.72
4336,0.42,365.4,4.726
4337,0.42125,353.4,4.73
4338,0.4225,324.4,4.736
4339,0.42375,290.4,4.744
4340,0.425,259,4.748
4341,0.42625,261.6,4.75
4342,0.4275,268.4,4.758
4343,0.42875,259.6,4.762
4344,0.43,248.6,4.768
4345,0.43125,238.4,4.772
4346,0.4325,229.2,4.772
4347,0.43375,216.8,4.776
4348,0.435,239.4,4.778
4349,0.43625,239.8,4.786
4350,0.4375,241,4.79
4351,0.43875,238,4.792
4352,0.44,233,4.8
4353,0.44125,234,4.8
4354,0.4425,231.6,4.804
4355,0.44375,227.2,4.808
4356,0.445,226.6,4.808
4357,0.44625,228,4.81
4358,0.4475,235.6,4.81
4359,0.44875,235.6,4.814
4360,0.45,229.6,4.818
4361,0.45125,223.6,4.818
4362,0.4525,221.8,4.818
4363,0.45375,233,4.822
4364,0.455,233.4,4.824
4365,0.45625,231.4,4.828
4366,0.4575,238,4.828
4367,0.45875,235.6,4.828
4368,0.46,232.4,4.828
4369,0.46125,232.6,4.832
4370,0.4625,231.4,4.832
4371,0.46375,232,4.832
4372,0.465,232,4.832
4373,0.46625,229.6,4.832
4374,0.4675,231.4,4.832
4375,0.46875,231.6,4.832
4376,0.47,233.4,4.832
4377,0.47125,233,4.832
4378,0.4725,225.6,4.836
4379,0.47375,231.6,4.836
4380,0.475,232,4.836
4381,0.47625,236.4,4.832
4382,0.4775,237.8,4.832
4383,0.47875,238,4.832
4384,0.48,235.6,4.828
4385,0.48125,234.6,4.828
4386,0.4825,234.6,4.828
4387,0.48375,243.4,4.828
4388,0.485,247.4,4.828
4389,0.48625,237.8,4.828
4390,0.4875,235.4,4.828
4391,0.48875,235,4.828
4392,0.49,232.4,4.828
4393,0.49125,234,4.824
4394,0.4925,236,4.824
4395,0.49375,233.6,4.822
4396,0.495,239,4.822
4397,0.49625,219.2,4.822
4398,0.4975,232.4,4.818
4399,0.49875,236.4,4.818
4400,0.5,240,4.814
4401,0.50125,238.4,4.818
4402,0.5025,232.6,4.814
4403,0.50375,232.4,4.814
4404,0.505,233.4,4.81
4405,0.50625,235.4,4.81
4406,0.5075,234.6,4.808
4407,0.50875,231.6,4.808
4408,0.51,235.6,4.804
4409,0.51125,236.4,4.804
4410,0.5125,234.4,4.804
4411,0.51375,232.4,4.804
4412,0.515,235.4,4.8
4413,0.51625,237,4.796
4414,0.5175,238.8,4.796
4415,0.51875,249.6,4.792
4416,0.52,238,4.792
4417,0.52125,234.6,4.79
4418,0.5225,239.4,4.786
4419,0.52375,236.8,4.778
4420,0.525,231,4.778
4421,0.52625,206.4,4.776
4422,0.5275,227,4.776
4423,0.52875,234,4.772
4424,0.53,241.8,4.772
4425,0.53125,239,4.772
4426,0.5325,236,4.768
4427,0.53375,235,4.762
4428,0.535,242.4,4.758
4429,0.53625,263.4,4.754
4430,0.5375,239,4.75
4431,0.53875,233.6,4.75
4432,0.54,212.8,4.75
4433,0.54125,223.6,4.748
4434,0.5425,230.6,4.748
4435,0.54375,228.6,4.74
4436,0.545,228,4.736
4437,0.54625,234.6,4.734
4438,0.5475,239.8,4.734
4439,0.54875,235.4,4.726
4440,0.55,236.8,4.722
4441,0.55125,253.2,4.716
4442,0.5525,263.4,4.716
4443,0.55375,240,4.712
4444,0.555,232,4.706
4445,0.55625,218.2,4.706
4446,0.5575,215.2,4.702
4447,0.55875,227.6,4.698
4448,0.56,233,4.698
4449,0.56125,236,4.692
4450,0.5625,244.4,4.688
4451,0.56375,266.8,4.68
4452,0.565,243.4,4.674
4453,0.56625,211.4,4.67
4454,0.5675,223.6,4.67
4455,0.56875,225.2,4.664
4456,0.57,226.6,4.664
4457,0.57125,230.2,4.66
4458,0.5725,241,4.656
4459,0.57375,237.4,4.652
4460,0.575,255.2,4.646
4461,0.57625,268.4,4.642
4462,0.5775,237.8,4.638
4463,0.57875,220.8,4.632
4464,0.58,206,4.628
4465,0.58125,221.6,4.624
4466,0.5825,228.2,4.62
4467,0.58375,249.2,4.618
4468,0.585,276.4,4.61
4469,0.58625,249.8,4.604
4470,0.5875,209,4.6
4471,0.58875,215.2,4.596
4472,0.59,225,4.592
4473,0.59125,228.2,4.59
4474,0.5925,234.4,4.586
4475,0.59375,232.4,4.582
4476,0.595,242,4.576
4477,0.59625,270.8,4.568
4478,0.5975,243.2,4.564
4479,0.59875,219.6,4.562
4480,0.6,212.4,4.558
4481,0.60125,233.4,4.55
4482,0.6025,243.4,4.544
4483,0.60375,259,4.544
4484,0.605,259,4.54
4485,0.60625,202.6,4.534
4486,0.6075,206.4,4.526
4487,0.60875,210.8,4.518
4488,0.61,232.6,4.516
4489,0.61125,246.4,4.512
4490,0.6125,250.8,4.504
4491,0.61375,269.8,4.498
4492,0.615,242.4,4.494
4493,0.61625,202.6,4.488
4494,0.6175,224.6,4.484
4495,0.61875,237.4,4.476
4496,0.62,238,4.47
4497,0.62125,276.2,4.466
4498,0.6225,237,4.462
4499,0.62375,192.6,4.456
4500,0.625,205,4.448
4501,0.62625,236.8,4.438
4502,0.6275,242.8,4.434
4503,0.62875,264,4.428
4504,0.63,274.2,4.424
4505,0.63125,223.2,4.418
4506,0.6325,191.8,4.414
4507,0.63375,225.6,4.406
4508,0.635,244.8,4.4
4509,0.63625,283.6,4.396
4510,0.6375,235.4,4.39
4511,0.63875,187.2,4.378
4512,0.64,210.4,4.372
4513,0.64125,234.4,4.364
4514,0.6425,246.4,4.358
4515,0.64375,284.6,4.35
4516,0.645,259.6,4.346
4517,0.64625,194.6,4.34
4518,0.6475,210,4.336
4519,0.64875,237,4.33
4520,0.65,282.2,4.322
4521,0.65125,223.6,4.316
4522,0.6525,185.2,4.308
4523,0.65375,211.8,4.298
4524,0.655,244.2,4.29
4525,0.65625,268,4.288
4526,0.6575,282.6,4.276
4527,0.65875,207,4.27
4528,0.66,199.6,4.266
4529,0.66125,239.4,4.26
4530,0.6625,288.2,4.256
4531,0.66375,229.6,4.246
4532,0.665,184.2,4.238
4533,0.66625,206.4,4.23
4534,0.6675,238,4.224
4535,0.66875,272.4,4.214
4536,0.67,284.2,4.206
4537,0.67125,198.2,4.2
4538,0.6725,202.6,4.188
4539,0.67375,260.6,4.182
4540,0.675,279.8,4.178
4541,0.67625,188.4,4.168
4542,0.6775,187.8,4.16
4543,0.67875,229.2,4.154
4544,0.68,270.4,4.146
4545,0.68125,291.6,4.136
4546,0.6825,204,4.13
4547,0.68375,190.6,4.118
4548,0.685,233.4,4.112
4549,0.68625,305.8,4.104
4550,0.6875,216.2,4.098
4551,0.68875,171,4.086
4552,0.69,224.6,4.08
4553,0.69125,274.4,4.072
4554,0.6925,299,4.062
4555,0.69375,196,4.056
4556,0.695,195.2,4.048
4557,0.69625,254.2,4.042
4558,0.6975,298,4.028
4559,0.69875,180.4,4.02
4560,0.7,174.6,4.01
4561,0.70125,242,4.002
4562,0.7025,308.2,3.996
4563,0.70375,270.4,3.986
4564,0.705,172,3.974
4565,0.70625,218.4,3.972
4566,0.7075,298.8,3.96
4567,0.70875,216.2,3.954
4568,0.71,174,3.94
4569,0.71125,222.2,3.928
4570,0.7125,289.2,3.922
4571,0.71375,292.6,3.914
4572,0.715,175.6,3.904
4573,0.71625,213.2,3.894
4574,0.7175,301.8,3.89
4575,0.71875,217.2,3.884
4576,0.72,168.2,3.872
4577,0.72125,218.4,3.862
4578,0.7225,282.6,3.852
4579,0.72375,296,3.844
4580,0.725,176,3.834
4581,0.72625,222.2,3.824
4582,0.7275,301,3.816
4583,0.72875,196.2,3.806
4584,0.73,175,3.798
4585,0.73125,235.4,3.788
4586,0.7325,321.6,3.782
4587,0.73375,229,3.77
4588,0.735,176.6,3.76
4589,0.73625,248.6,3.754
4590,0.7375,287.2,3.742
4591,0.73875,178.8,3.732
4592,0.74,199,3.722
4593,0.74125,280.6,3.712
4594,0.7425,309.8,3.7
4595,0.74375,166.6,3.694
4596,0.745,198.2,3.684
4597,0.74625,308.6,3.676
4598,0.7475,208.4,3.67
4599,0.74875,166.6,3.658
4600,0.75,244.8,3.648
4601,0.75125,335.8,3.638
4602,0.7525,222.2,3.63
4603,0.75375,169.6,3.616
4604,0.755,282.8,3.606
4605,0.75625,239,3.596
4606,0.7575,166.6,3.584
4607,0.75875,220.8,3.574
4608,0.76,323.4,3.564
4609,0.76125,238.8,3.554
4610,0.7625,169,3.546
4611,0.76375,291,3.536
4612,0.765,239.4,3.524
4613,0.76625,162.8,3.514
4614,0.7675,222.6,3.504
4615,0.76875,325.8,3.49
4616,0.77,232.4,3.48
4617,0.77125,178.4,3.472
4618,0.7725,290.6,3.458
4619,0.77375,213.8,3.448
4620,0.775,167,3.434
4621,0.77625,255,3.426
4622,0.7775,328,3.416
4623,0.77875,187.4,3.406
4624,0.78,197.6,3.396
4625,0.78125,299.8,3.384
4626,0.7825,189.2,3.374
4627,0.78375,178,3.364
4628,0.785,295.6,3.35
4629,0.78625,294.6,3.338
4630,0.7875,163.6,3.328
4631,0.78875,245.8,3.314
4632,0.79,276.4,3.304
4633,0.79125,158.8,3.294
4634,0.7925,215.2,3.28
4635,0.79375,342.6,3.268
4636,0.795,222.6,3.258
4637,0.79625,175.4,3.248
4638,0.7975,292,3.236
4639,0.79875,193.2,3.222
4640,0.8,178.8,3.212
4641,0.80125,298,3.198
4642,0.8025,285.6,3.188
4643,0.80375,169.2,3.178
4644,0.805,281.6,3.166
4645,0.80625,220.8,3.152
4646,0.8075,158.8,3.138
4647,0.80875,255.2,3.128
4648,0.81,328.4,3.118
4649,0.81125,176,3.104
4650,0.8125,252.8,3.092
4651,0.81375,247.2,3.082
4652,0.815,155.4,3.068
4653,0.81625,250.2,3.054
4654,0.8175,320.4,3.036
4655,0.81875,177.4,3.03
4656,0.82,232.6,3.016
4657,0.82125,264.4,3.002
4658,0.8225,161.2,2.992
4659,0.82375,249.6,2.98
4660,0.825,342.6,2.97
4661,0.82625,170.6,2.952
4662,0.8275,226,2.942
4663,0.82875,266.8,2.928
4664,0.83,153.4,2.914
4665,0.83125,244.2,2.904
4666,0.8325,345.2,2.89
4667,0.83375,172.6,2.876
4668,0.835,244.4,2.864
4669,0.83625,240,2.85
4670,0.8375,161.6,2.84
4671,0.83875,269.8,2.826
4672,0.84,311.6,2.812
4673,0.84125,167,2.802
4674,0.8425,274.8,2.788
4675,0.84375,198,2.774
4676,0.845,166.6,2.76
4677,0.84625,316,2.746
4678,0.8475,264.6,2.732
4679,0.84875,188.8,2.72
4680,0.85,279.2,2.706
4681,0.85125,162.8,2.696
4682,0.8525,209.8,2.678
4683,0.85375,344.6,2.664
4684,0.855,192.8,2.65
4685,0.85625,229,2.64
4686,0.8575,253.2,2.622
4687,0.85875,151.8,2.612
4688,0.86,286.2,2.594
4689,0.86125,298,2.58
4690,0.8625,165.6,2.566
4691,0.86375,286.6,2.552
4692,0.865,181.8,2.538
4693,0.86625,185.8,2.528
4694,0.8675,353.6,2.51
4695,0.86875,208.4,2.5
4696,0.87,213.4,2.486
4697,0.87125,251.8,2.472
4698,0.8725,161.2,2.458
4699,0.87375,279.6,2.444
4700,0.875,297.8,2.426
4701,0.87625,178,2.416
4702,0.8775,279.8,2.402
4703,0.87875,163.6,2.384
4704,0.88,202.6,2.372
4705,0.88125,353.4,2.358
4706,0.8825,189.2,2.342
4707,0.88375,259.6,2.33
4708,0.885,204.6,2.316
4709,0.88625,164.2,2.3
4710,0.8875,340.2,2.286
4711,0.88875,220.2,2.272
4712,0.89,209.8,2.258
4713,0.89125,258.2,2.24
4714,0.8925,153,2.226
4715,0.89375,301.8,2.212
4716,0.895,276.2,2.198
4717,0.89625,170.2,2.18
4718,0.8975,282.2,2.166
4719,0.89875,163.2,2.152
4720,0.9,241.4,2.138
4721,0.90125,334.4,2.12
4722,0.9025,168,2.11
4723,0.90375,269.4,2.092
4724,0.905,173.6,2.078
4725,0.90625,213.4,2.064
4726,0.9075,346.2,2.05
4727,0.90875,178.4,2.028
4728,0.91,268.4,2.018
4729,0.91125,177,2.004
4730,0.9125,188.2,1.99
4731,0.91375,355.8,1.976
4732,0.915,188.8,1.962
4733,0.91625,262,1.948
4734,0.9175,184.8,1.934
4735,0.91875,191.2,1.912
4736,0.92,341.2,1.898
4737,0.92125,188.2,1.884
4738,0.9225,259.6,1.87
4739,0.92375,188.4,1.856
4740,0.925,189.6,1.84
4741,0.92625,341.8,1.826
4742,0.9275,186.8,1.81
4743,0.92875,261,1.794
4744,0.93,186.8,1.78
4745,0.93125,198.6,1.762
4746,0.9325,353,1.744
4747,0.93375,178,1.734
4748,0.935,257.2,1.716
4749,0.93625,171,1.702
4750,0.9375,230.6,1.688
4751,0.93875,329.8,1.67
4752,0.94,182,1.656
4753,0.94125,253.2,1.642
4754,0.9425,155.2,1.624
4755,0.94375,272.8,1.61
4756,0.945,293.4,1.596
4757,0.94625,204.4,1.58
4758,0.9475,243.2,1.566
4759,0.94875,156.8,1.548
4760,0.95,324.4,1.534
4761,0.95125,224.2,1.52
4762,0.9525,239.8,1.502
4763,0.95375,201.4,1.488
4764,0.955,174,1.474
4765,0.95625,335.8,1.456
4766,0.9575,199.6,1.442
4767,0.95875,268,1.428
4768,0.96,158.8,1.414
4769,0.96125,263.6,1.4
4770,0.9625,308.2,1.382
4771,0.96375,186.8,1.364
4772,0.965,232,1.348
4773,0.96625,160.8,1.334
4774,0.9675,342.2,1.316
4775,0.96875,214.4,1.302
4776,0.97,253.6,1.288
4777,0.97125,159.8,1.27
4778,0.9725,227,1.256
4779,0.97375,317,1.238
4780,0.975,211.8,1.224
4781,0.97625,235.4,1.21
4782,0.9775,150.4,1.192
4783,0.97875,338.6,1.178
4784,0.98,210.4,1.164
4785,0.98125,259.6,1.148
4786,0.9825,159.2,1.134
4787,0.98375,262,1.116
4788,0.985,274.8,1.102
4789,0.98625,215.4,1.088
4790,0.9875,225.2,1.07
4791,0.98875,170.2,1.052
4792,0.99,350,1.038
4793,0.99125,190.6,1.02
4794,0.9925,247.2,1.004
4795,0.99375,152.4,0.99
4796,0.995,321.6,0.972
4797,0.99625,240.4,0.958
4798,0.9975,248.6,0.94
4799,0.99875,158.8,0.926
4800,1,223.8,0.908
4801,1.00125,308.8,0.894
4802,1.0025,236.4,0.874
4803,1.00375,205.4,0.86
4804,1.005,177.8,0.842
4805,1.00625,326.8,0.824
4806,1.0075,202,0.81
4807,1.00875,250.8,0.788
4808,1.01,142.4,0.774
4809,1.01125,341.2,0.758
4810,1.0125,202,0.74
4811,1.01375,261,0.722
4812,1.015,150.4,0.704
4813,1.01625,309.2,0.69
4814,1.0175,245.2,0.672
4815,1.01875,232.6,0.652
4816,1.02,158.4,0.638
4817,1.02125,266.8,0.62
4818,1.0225,285.2,0.602
4819,1.02375,243.2,0.586
4820,1.025,167.2,0.568
4821,1.02625,216.2,0.55
4822,1.0275,311.8,0.536
4823,1.02875,239.4,0.514
4824,1.03,191.6,0.498
4825,1.03125,198,0.48
4826,1.0325,307.4,0.462
4827,1.03375,224.6,0.444
4828,1.035,211,0.424
4829,1.03625,178.8,0.41
4830,1.0375,324,0.388
4831,1.03875,209.4,0.37
4832,1.04,225.6,0.354
4833,1.04125,178,0.332
4834,1.0425,347.6,0.314
4835,1.04375,200.2,0.298
4836,1.045,207.4,0.28
4837,1.04625,174.6,0.262
4838,1.0475,340.2,0.244
4839,1.04875,229.2,0.224
4840,1.05,202.6,0.206
4841,1.05125,164.2,0.188
4842,1.0525,333.2,0.168
4843,1.05375,233,0.15
4844,1.055,203.4,0.132
4845,1.05625,193.8,0.114
4846,1.0575,306.8,0.094
4847,1.05875,233.6,0.076
4848,1.06,191.6,0.054
4849,1.06125,211,0.038
4850,1.0625,290,0.016
4851,1.06375,245.2,0.006
4852,1.065,182.4,0.006
4853,1.06625,244.2,0.006
4854,1.0675,289.6,0.006
4855,1.06875,225.6,0.006
4856,1.07,149.8,0.006
4857,1.07125,281.8,0.006
4858,1.0725,263.6,0.006
4859,1.07375,255.2,0.11
4860,1.075,126.4,0.114
4861,1.07625,316,0.11
4862,1.0775,237,2.864
4863,1.07875,248.2,4.996
4864,1.08,138.2,4.996
4865,1.08125,316,4.996
4866,1.0825,231.6,4.994
4867,1.08375,219.8,4.986
4868,1.085,188.4,4.966
4869,1.08625,310.6,4.944
4870,1.0875,230,4.922
4871,1.08875,179,4.906
4872,1.09,249.8,4.884
4873,1.09125,280.8,4.864
4874,1.0925,234.6,4.846
4875,1.09375,138.2,4.824
4876,1.095,315.6,4.8
4877,1.09625,243.4,4.782
4878,1.0975,238.8,4.762
4879,1.09875,132.8,4.744
4880,1.1,331.4,4.72
4881,1.10125,245.2,4.702
4882,1.1025,185.8,4.68
4883,1.10375,219.8,4.664
4884,1.105,275.2,4.642
4885,1.10625,262,4.624
4886,1.1075,144,4.6
4887,1.10875,314.2,4.582
4888,1.11,216.2,4.564
4889,1.11125,241.4,4.544
4890,1.1125,157.4,4.518
4891,1.11375,342.6,4.502
4892,1.115,221.2,4.476
4893,1.11625,167.2,4.46
4894,1.1175,247.4,4.438
4895,1.11875,280.2,4.418
4896,1.12,258.6,4.4
4897,1.12125,118.8,4.378
4898,1.1225,321.6,4.358
4899,1.12375,246.4,4.34
4900,1.125,206.4,4.318
4901,1.12625,199,4.298
4902,1.1275,278.8,4.274
4903,1.12875,264.6,4.256
4904,1.13,139.2,4.234
4905,1.13125,307.2,4.214
4906,1.1325,226.2,4.192
4907,1.13375,223.8,4.174
4908,1.135,187.2,4.154
4909,1.13625,321,4.132
4910,1.1375,232.4,4.112
4911,1.13875,139.2,4.09
4912,1.14,310.2,4.066
4913,1.14125,246.8,4.048
4914,1.1425,217.8,4.024
4915,1.14375,167,4.002
4916,1.145,311.8,3.986
4917,1.14625,259.6,3.96
4918,1.1475,132.2,3.94
4919,1.14875,296,3.922
4920,1.15,245.4,3.9
4921,1.15125,211,3.88
4922,1.1525,209,3.858
4923,1.15375,278.8,3.838
4924,1.155,255.6,3.82
4925,1.15625,139.6,3.796
4926,1.1575,333.2,3.778
4927,1.15875,227.6,3.754
4928,1.16,174.6,3.732
4929,1.16125,245.8,3.712
4930,1.1625,275.8,3.69
4931,1.16375,247.8,3.672
4932,1.165,129.6,3.652
4933,1.16625,321.6,3.63
4934,1.1675,268.8,3.61
4935,1.16875,142.6,3.588
4936,1.17,269.8,3.568
4937,1.17125,250.2,3.542
4938,1.1725,220.6,3.522
4939,1.17375,200,3.496
4940,1.175,278.6,3.476
4941,1.17625,260,3.454
4942,1.1775,148,3.43
4943,1.17875,335.4,3.412
4944,1.18,229,3.388
4945,1.18125,154.2,3.37
4946,1.1825,274.2,3.346
4947,1.18375,252.6,1.696
4948,1.185,0.4,3.296
4949,1.18625,0.4,3.272
4950,1.1875,0.4,3.252
4951,1.18875,-11.8,3.23
4952,1.19,-1860.2,3.208
4953,1.19125,-2041.2,3.188
4954,1.1925,-1544.6,3.166
4955,1.19375,-1330.8,3.146
4956,1.195,-1345.4,3.124
4957,1.19625,-1327.2,3.108
4958,1.1975,-1159.6,3.092
4959,1.19875,-1145.8,3.076
4960,1.2,-1040.6,3.058
4961,1.20125,-1077.8,3.044
4962,1.2025,-1042.6,3.03
4963,1.20375,-935.4,3.016
4964,1.205,-906.8,3.002
4965,1.20625,-851.8,2.992
4966,1.2075,-799.2,2.978
4967,1.20875,-849.4,2.97
4968,1.21,-832,2.96
4969,1.21125,-741.2,2.946
4970,1.2125,-664,2.934
4971,1.21375,-666.8,2.928
4972,1.215,-646.8,2.918
4973,1.21625,-555.6,2.91
4974,1.2175,-575,2.9
4975,1.21875,-589.6,2.892
4976,1.22,-573,2.886
4977,1.22125,-511,2.876
4978,1.2225,-482.6,2.868
4979,1.22375,-473.2,2.864
4980,1.225,-496.2,2.854
4981,1.22625,-510.6,2.848
4982,1.2275,-476,2.836
4983,1.22875,-415.6,2.83
4984,1.23,-478.6,2.822
4985,1.23125,-526.2,2.812
4986,1.2325,-543.4,2.804
4987,1.23375,-508,2.802
4988,1.235,-456.4,2.79
4989,1.23625,-453,2.788
4990,1.2375,-463.2,2.776
4991,1.23875,-446.6,2.77
4992,1.24,-429.8,2.762
4993,1.24125,-370.4,2.76
4994,1.2425,-373.2,2.748
4995,1.24375,-386.2,2.742
4996,1.245,-382.6,2.738
4997,1.24625,-356.2,2.734
4998,1.2475,-321.8,2.732
4999,1.24875,-279.4,2.728
5000,1.25,-259.8,2.724
5001,1.25125,-251,2.724
5002,1.2525,-250,2.718
5003,1.25375,-251.4,2.714
5004,1.255,-252.4,2.71
5005,1.25625,-247,2.706
5006,1.2575,-250.4,2.704
5007,1.25875,-253.2,2.7
5008,1.26,-258.2,2.696
5009,1.26125,-259.2,2.696
5010,1.2625,-250.4,2.692
5011,1.26375,-253.8,2.69
5012,1.265,-255.2,2.682
5013,1.26625,-255.8,2.682
5014,1.2675,-259.8,2.682
5015,1.26875,-256.4,2.678
5016,1.27,-246.4,2.678
5017,1.27125,-253.4,2.676
5018,1.2725,-261.6,2.676
5019,1.27375,-257.2,2.676
5020,1.275,-249.8,2.676
