#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244659266
#Software Version,2.7.5
Sample,Time (s),C1 (mV),C2 (V)
872,-3.91,718.4,2.724
873,-3.90875,666.6,2.734
874,-3.9075,618.4,2.746
875,-3.90625,699.6,2.756
876,-3.905,748.4,2.766
877,-3.90375,688.8,2.776
878,-3.9025,793.2,2.79
879,-3.90125,874.6,2.798
880,-3.9,847.6,2.808
881,-3.89875,750.2,2.82
882,-3.8975,777.8,2.834
883,-3.89625,735.6,2.84
884,-3.895,649.4,2.85
885,-3.89375,735.2,2.864
886,-3.8925,767,2.876
887,-3.89125,724.8,2.886
888,-3.89,612.2,2.892
889,-3.88875,590.6,2.904
890,-3.8875,602.4,2.914
891,-3.88625,548.8,2.92
892,-3.885,472.6,2.932
893,-3.88375,501.4,2.934
894,-3.8825,505,2.946
895,-3.88125,494.2,2.952
896,-3.88,454.8,2.96
897,-3.87875,410,2.966
898,-3.8775,359.8,2.974
899,-3.87625,364.2,2.98
900,-3.875,354.4,2.984
901,-3.87375,332.4,2.992
902,-3.8725,298,2.998
903,-3.87125,254.2,3.002
904,-3.87,258,3.006
905,-3.86875,264.4,3.008
906,-3.8675,267.4,3.016
907,-3.86625,261,3.02
908,-3.865,247.8,3.026
909,-3.86375,236,3.03
910,-3.8625,227.2,3.034
911,-3.86125,229.2,3.036
912,-3.86,234,3.04
913,-3.85875,216.2,3.044
914,-3.8575,230.2,3.048
915,-3.85625,236,3.05
916,-3.855,235.6,3.054
917,-3.85375,238,3.058
918,-3.8525,229.6,3.062
919,-3.85125,230,3.062
920,-3.85,230.2,3.064
921,-3.84875,230.6,3.068
922,-3.8475,236.4,3.072
923,-3.84625,231.4,3.076
924,-3.845,228.2,3.076
925,-3.84375,232,3.078
926,-3.8425,231.6,3.082
927,-3.84125,219.6,3.082
928,-3.84,229,3.082
929,-3.83875,238.8,3.082
930,-3.8375,234.6,3.082
931,-3.83625,228.6,3.082
932,-3.835,230,3.082
933,-3.83375,230.6,3.086
934,-3.8325,231.4,3.086
935,-3.83125,232.4,3.086
936,-3.83,236.4,3.086
937,-3.82875,231.4,3.086
938,-3.8275,237,3.086
939,-3.82625,235.4,3.086
940,-3.825,231.6,3.082
941,-3.82375,238.8,3.082
942,-3.8225,238,3.082
943,-3.82125,234,3.082
944,-3.82,238,3.082
945,-3.81875,235.6,3.086
946,-3.8175,234.6,3.086
947,-3.81625,241,3.082
948,-3.815,235.4,3.082
949,-3.81375,236.8,3.082
950,-3.8125,237,3.082
951,-3.81125,228,3.078
952,-3.81,223.8,3.078
953,-3.80875,238,3.078
954,-3.8075,236.8,3.078
955,-3.80625,231,3.076
956,-3.805,232,3.076
957,-3.80375,233.4,3.076
958,-3.8025,232.4,3.072
959,-3.80125,235.6,3.072
960,-3.8,236.4,3.068
961,-3.79875,237.8,3.064
962,-3.7975,236,3.064
963,-3.79625,236.4,3.064
964,-3.795,236.8,3.062
965,-3.79375,238.8,3.062
966,-3.7925,238.8,3.062
967,-3.79125,235.4,3.058
968,-3.79,248.2,3.054
969,-3.78875,252.6,3.05
970,-3.7875,233.4,3.05
971,-3.78625,234.4,3.05
972,-3.785,238,3.048
973,-3.78375,234.6,3.048
974,-3.7825,218.4,3.044
975,-3.78125,233,3.044
976,-3.78,240,3.04
977,-3.77875,236.8,3.036
978,-3.7775,230.2,3.036
979,-3.77625,227.6,3.036
980,-3.775,231.6,3.034
981,-3.77375,231,3.034
982,-3.7725,236.4,3.034
983,-3.77125,235,3.03
984,-3.77,241.4,3.03
985,-3.76875,237.4,3.03
986,-3.7675,229,3.026
987,-3.76625,232.4,3.022
988,-3.765,240.8,3.02
989,-3.76375,244.2,3.02
990,-3.7625,252.6,3.016
991,-3.76125,244.2,3.012
992,-3.76,232,3.008
993,-3.75875,234.4,3.006
994,-3.7575,237.8,3.002
995,-3.75625,215.8,3.002
996,-3.755,225,2.998
997,-3.75375,234.4,2.998
998,-3.7525,233.4,2.994
999,-3.75125,235,2.992
1000,-3.75,235.6,2.988
1001,-3.74875,236.4,2.984
1002,-3.7475,254.6,2.984
1003,-3.74625,253.8,2.98
1004,-3.745,234.6,2.978
1005,-3.74375,217.4,2.978
1006,-3.7425,223.6,2.974
1007,-3.74125,236.4,2.97
1008,-3.74,233,2.966
1009,-3.73875,230.2,2.964
1010,-3.7375,231,2.96
1011,-3.73625,234.4,2.96
1012,-3.735,235.6,2.952
1013,-3.73375,237,2.948
1014,-3.7325,235.6,2.946
1015,-3.73125,246.8,2.942
1016,-3.73,260.4,2.938
1017,-3.72875,240.4,2.934
1018,-3.7275,233,2.932
1019,-3.72625,217.4,2.928
1020,-3.725,216.8,2.924
1021,-3.72375,232.6,2.924
1022,-3.7225,236.4,2.918
1023,-3.72125,239.4,2.914
1024,-3.72,245.4,2.914
1025,-3.71875,264,2.906
1026,-3.7175,242.4,2.904
1027,-3.71625,216.8,2.9
1028,-3.715,218.4,2.896
1029,-3.71375,233,2.892
1030,-3.7125,229.6,2.89
1031,-3.71125,231,2.886
1032,-3.71,234.6,2.882
1033,-3.70875,234,2.878
1034,-3.7075,236.8,2.876
1035,-3.70625,245.2,2.868
1036,-3.705,259,2.868
1037,-3.70375,245.2,2.864
1038,-3.7025,241,2.858
1039,-3.70125,217.8,2.854
1040,-3.7,212,2.848
1041,-3.69875,231.4,2.844
1042,-3.6975,241.4,2.84
1043,-3.69625,242.8,2.836
1044,-3.695,264,2.834
1045,-3.69375,247.2,2.826
1046,-3.6925,209.4,2.822
1047,-3.69125,212.8,2.822
1048,-3.69,228,2.816
1049,-3.68875,225,2.808
1050,-3.6875,239.4,2.808
1051,-3.68625,241.8,2.802
1052,-3.685,240,2.798
1053,-3.68375,259.6,2.79
1054,-3.6825,250.8,2.79
1055,-3.68125,237.4,2.784
1056,-3.68,207.4,2.78
1057,-3.67875,221.6,2.776
1058,-3.6775,233.6,2.77
1059,-3.67625,233.6,2.766
1060,-3.675,239.8,2.76
1061,-3.67375,275.8,2.756
1062,-3.6725,238.8,2.748
1063,-3.67125,199,2.746
1064,-3.67,217.2,2.742
1065,-3.66875,230,2.734
1066,-3.6675,235,2.732
1067,-3.66625,239.4,2.724
1068,-3.665,249.2,2.72
1069,-3.66375,270,2.718
1070,-3.6625,244.4,2.71
1071,-3.66125,206.4,2.704
1072,-3.66,210.8,2.7
1073,-3.65875,234.6,2.696
1074,-3.6575,241.4,2.69
1075,-3.65625,264.4,2.682
1076,-3.655,265,2.676
1077,-3.65375,206.4,2.668
1078,-3.6525,206,2.664
1079,-3.65125,225,2.658
1080,-3.65,236.4,2.654
1081,-3.64875,237.8,2.646
1082,-3.6475,253.2,2.644
1083,-3.64625,272.2,2.636
1084,-3.645,240.4,2.63
1085,-3.64375,196.6,2.622
1086,-3.6425,214.2,2.616
1087,-3.64125,234.4,2.608
1088,-3.64,258,2.604
1089,-3.63875,270.4,2.598
1090,-3.6375,206.8,2.59
1091,-3.63625,197,2.588
1092,-3.635,215.4,2.58
1093,-3.63375,244.4,2.574
1094,-3.6325,246.4,2.57
1095,-3.63125,270,2.562
1096,-3.63,263.6,2.556
1097,-3.62875,203.4,2.548
1098,-3.6275,197.6,2.542
1099,-3.62625,233.4,2.538
1100,-3.625,277.8,2.53
1101,-3.62375,264.6,2.52
1102,-3.6225,196,2.514
1103,-3.62125,199,2.506
1104,-3.62,222.6,2.502
1105,-3.61875,241,2.5
1106,-3.6175,258,2.492
1107,-3.61625,279.6,2.486
1108,-3.615,235.4,2.478
1109,-3.61375,186.8,2.468
1110,-3.6125,230,2.46
1111,-3.61125,267.8,2.454
1112,-3.61,268.4,2.446
1113,-3.60875,188.2,2.44
1114,-3.6075,192.6,2.432
1115,-3.60625,231,2.422
1116,-3.605,251.2,2.418
1117,-3.60375,280.8,2.412
1118,-3.6025,260.6,2.404
1119,-3.60125,193.8,2.398
1120,-3.6,211,2.39
1121,-3.59875,235,2.38
1122,-3.5975,286.2,2.372
1123,-3.59625,237.8,2.366
1124,-3.595,177.8,2.358
1125,-3.59375,209.8,2.348
1126,-3.5925,247.8,2.342
1127,-3.59125,277.4,2.334
1128,-3.59,274.2,2.328
1129,-3.58875,194.6,2.324
1130,-3.5875,200.6,2.314
1131,-3.58625,246.4,2.306
1132,-3.585,297.8,2.296
1133,-3.58375,223.2,2.288
1134,-3.5825,180,2.282
1135,-3.58125,215.8,2.272
1136,-3.58,247.4,2.264
1137,-3.57875,295.6,2.258
1138,-3.5775,266.4,2.246
1139,-3.57625,177,2.24
1140,-3.575,206.8,2.232
1141,-3.57375,270.8,2.222
1142,-3.5725,269.4,2.214
1143,-3.57125,184.2,2.208
1144,-3.57,193.8,2.198
1145,-3.56875,241.4,2.186
1146,-3.5675,282.8,2.18
1147,-3.56625,291.4,2.172
1148,-3.565,184.8,2.162
1149,-3.56375,194.6,2.156
1150,-3.5625,273.8,2.148
1151,-3.56125,275.4,2.138
1152,-3.56,176,2.13
1153,-3.55875,187.8,2.12
1154,-3.5575,237.8,2.114
1155,-3.55625,283.6,2.106
1156,-3.555,291,2.096
1157,-3.55375,182,2.084
1158,-3.5525,203.6,2.078
1159,-3.55125,287,2.068
1160,-3.55,252.8,2.06
1161,-3.54875,169,2.054
1162,-3.5475,202.6,2.042
1163,-3.54625,257.2,2.032
1164,-3.545,305.4,2.026
1165,-3.54375,230.2,2.018
1166,-3.5425,184.4,2.008
1167,-3.54125,227.2,2
1168,-3.54,305.2,1.994
1169,-3.53875,212,1.984
1170,-3.5375,167.6,1.972
1171,-3.53625,227.2,1.966
1172,-3.535,290,1.954
1173,-3.53375,286.2,1.948
1174,-3.5325,177.4,1.938
1175,-3.53125,212.8,1.93
1176,-3.53,293.6,1.92
1177,-3.52875,240.4,1.91
1178,-3.5275,158.2,1.902
1179,-3.52625,216.8,1.892
1180,-3.525,287.6,1.882
1181,-3.52375,307.4,1.874
1182,-3.5225,181.4,1.864
1183,-3.52125,195,1.854
1184,-3.52,293.4,1.842
1185,-3.51875,226,1.832
1186,-3.5175,169.2,1.826
1187,-3.51625,222.2,1.814
1188,-3.515,296,1.804
1189,-3.51375,286,1.796
1190,-3.5125,168,1.786
1191,-3.51125,229.6,1.776
1192,-3.51,303.2,1.766
1193,-3.50875,186.2,1.754
1194,-3.5075,172.6,1.744
1195,-3.50625,239.8,1.734
1196,-3.505,317.6,1.724
1197,-3.50375,228,1.716
1198,-3.5025,185.8,1.706
1199,-3.50125,285.6,1.696
1200,-3.5,230.6,1.688
1201,-3.49875,160.2,1.678
1202,-3.4975,223.2,1.666
1203,-3.49625,323.4,1.652
1204,-3.495,247.4,1.646
1205,-3.49375,180.4,1.636
1206,-3.4925,246.4,1.624
1207,-3.49125,277.2,1.614
1208,-3.49,175,1.608
1209,-3.48875,203.6,1.596
1210,-3.4875,302.8,1.582
1211,-3.48625,282.6,1.576
1212,-3.485,162.8,1.566
1213,-3.48375,233.6,1.554
1214,-3.4825,295,1.544
1215,-3.48125,171,1.534
1216,-3.48,190.2,1.522
1217,-3.47875,293.4,1.512
1218,-3.4775,292.6,1.502
1219,-3.47625,160.2,1.492
1220,-3.475,243.2,1.48
1221,-3.47375,273.2,1.47
1222,-3.4725,164.8,1.46
1223,-3.47125,209.4,1.45
1224,-3.47,320.6,1.438
1225,-3.46875,257.2,1.428
1226,-3.4675,165.6,1.422
1227,-3.46625,288.6,1.408
1228,-3.465,224.6,1.4
1229,-3.46375,154.2,1.386
1230,-3.4625,235.6,1.376
1231,-3.46125,343.6,1.364
1232,-3.46,197.6,1.35
1233,-3.45875,211.8,1.344
1234,-3.4575,287,1.334
1235,-3.45625,167,1.32
1236,-3.455,192.6,1.308
1237,-3.45375,317.6,1.298
1238,-3.4525,256,1.288
1239,-3.45125,172.4,1.278
1240,-3.45,276.8,1.264
1241,-3.44875,231,1.256
1242,-3.4475,159.2,1.242
1243,-3.44625,272.8,1.232
1244,-3.445,328,1.22
1245,-3.44375,162.8,1.21
1246,-3.4425,231.4,1.196
1247,-3.44125,277.8,1.186
1248,-3.44,154.2,1.176
1249,-3.43875,219.8,1.164
1250,-3.4375,348.6,1.154
1251,-3.43625,202,1.144
1252,-3.435,194.6,1.13
1253,-3.43375,288,1.122
1254,-3.4325,165.2,1.108
1255,-3.43125,200.2,1.098
1256,-3.43,336.2,1.088
1257,-3.42875,218.8,1.076
1258,-3.4275,199.2,1.062
1259,-3.42625,296.8,1.052
1260,-3.425,163.2,1.042
1261,-3.42375,192.2,1.028
1262,-3.4225,338.2,1.018
1263,-3.42125,226.2,1.004
1264,-3.42,200,0.996
1265,-3.41875,281.8,0.982
1266,-3.4175,163.8,0.972
1267,-3.41625,213.4,0.958
1268,-3.415,343.6,0.946
1269,-3.41375,199,0.936
1270,-3.4125,205,0.926
1271,-3.41125,283.6,0.912
1272,-3.41,158.8,0.902
1273,-3.40875,225,0.89
1274,-3.4075,353.6,0.874
1275,-3.40625,178.4,0.862
1276,-3.405,222.6,0.848
1277,-3.40375,267.4,0.838
1278,-3.4025,156.4,0.824
1279,-3.40125,252.8,0.814
1280,-3.4,330.4,0.8
1281,-3.39875,163.6,0.786
1282,-3.3975,262.4,0.774
1283,-3.39625,211,0.764
1284,-3.395,172,0.75
1285,-3.39375,311.6,0.74
1286,-3.3925,266.8,0.726
1287,-3.39125,181.8,0.712
1288,-3.39,281.8,0.702
1289,-3.38875,161.6,0.688
1290,-3.3875,200,0.676
1291,-3.38625,354,0.662
1292,-3.385,194.2,0.648
1293,-3.38375,250.2,0.634
1294,-3.3825,224.2,0.624
1295,-3.38125,153.8,0.61
1296,-3.38,304.4,0.596
1297,-3.37875,267.8,0.582
1298,-3.3775,177.8,0.568
1299,-3.37625,289,0.558
1300,-3.375,164.2,0.542
1301,-3.37375,215.8,0.532
1302,-3.3725,349,0.518
1303,-3.37125,177.4,0.504
1304,-3.37,252.2,0.49
1305,-3.36875,220.6,0.476
1306,-3.3675,163.2,0.462
1307,-3.36625,329.8,0.448
1308,-3.365,250.8,0.434
1309,-3.36375,187.8,0.42
1310,-3.3625,259.6,0.41
1311,-3.36125,158.2,0.396
1312,-3.36,267.4,0.378
1313,-3.35875,310.2,0.364
1314,-3.3575,175.4,0.354
1315,-3.35625,278.2,0.336
1316,-3.355,158.2,0.322
1317,-3.35375,209,0.308
1318,-3.3525,346.6,0.294
1319,-3.35125,189.2,0.284
1320,-3.35,272.2,0.27
1321,-3.34875,174.4,0.254
1322,-3.3475,194.2,0.238
1323,-3.34625,342.6,0.224
1324,-3.345,191.2,0.21
1325,-3.34375,255.6,0.196
1326,-3.3425,204,0.182
1327,-3.34125,171.6,0.168
1328,-3.34,356.4,0.154
1329,-3.33875,191.2,0.14
1330,-3.3375,238.4,0.126
1331,-3.33625,223.8,0.11
1332,-3.335,165.2,0.094
1333,-3.33375,345.2,0.08
1334,-3.3325,217.4,0.066
1335,-3.33125,220.8,0.048
1336,-3.33,212,0.034
1337,-3.32875,174,0.016
1338,-3.3275,348,0.006
1339,-3.32625,215.2,0.006
1340,-3.325,244.4,0.006
1341,-3.32375,201.6,0.006
1342,-3.3225,162.2,0.006
1343,-3.32125,344,0.002
1344,-3.32,212.8,0.006
1345,-3.31875,255.2,0.006
1346,-3.3175,189.8,0.006
1347,-3.31625,186.2,0.006
1348,-3.315,340.2,0.058
1349,-3.31375,195,0.118
1350,-3.3125,263.6,0.118
1351,-3.31125,175.6,0.118
1352,-3.31,201.6,0.782
1353,-3.30875,324.6,4.996
1354,-3.3075,186.2,4.994
1355,-3.30625,274.4,4.994
1356,-3.305,170.6,4.994
1357,-3.30375,242.8,4.994
1358,-3.3025,329.4,4.994
1359,-3.30125,176.6,4.982
1360,-3.3,256,4.968
1361,-3.29875,155.8,4.954
1362,-3.2975,292.6,4.936
1363,-3.29625,273.8,4.92
1364,-3.295,220.2,4.906
1365,-3.29375,228.6,4.888
1366,-3.2925,148.8,4.87
1367,-3.29125,325.4,4.856
1368,-3.29,235.6,4.838
1369,-3.28875,252.8,4.824
1370,-3.2875,183.8,4.81
1371,-3.28625,195,4.792
1372,-3.285,334.2,4.776
1373,-3.28375,191.2,4.762
1374,-3.2825,271.4,4.748
1375,-3.28125,152.4,4.73
1376,-3.28,263.4,4.712
1377,-3.27875,280.2,4.694
1378,-3.2775,205.6,4.678
1379,-3.27625,250.6,4.664
1380,-3.275,154.2,4.646
1381,-3.27375,345,4.632
1382,-3.2725,223.6,4.618
1383,-3.27125,232.4,4.6
1384,-3.27,184.4,4.586
1385,-3.26875,201,4.572
1386,-3.2675,336.2,4.554
1387,-3.26625,196,4.54
1388,-3.265,261.6,4.522
1389,-3.26375,142.4,4.508
1390,-3.2625,299.8,4.488
1391,-3.26125,264.6,4.474
1392,-3.26,290,1.72
1393,-3.25875,0.4,4.438
1394,-3.2575,0.4,4.424
1395,-3.25625,-19.6,4.406
1396,-3.255,-1605.2,4.392
1397,-3.25375,-1765,4.374
1398,-3.2525,-1099.6,4.36
1399,-3.25125,-1008,4.346
1400,-3.25,-940.2,4.332
1401,-3.24875,-796.6,4.318
1402,-3.2475,-768.6,4.308
1403,-3.24625,-775,4.294
1404,-3.245,-683.6,4.284
1405,-3.24375,-688,4.274
1406,-3.2425,-700.4,4.266
1407,-3.24125,-663,4.26
1408,-3.24,-612.2,4.248
1409,-3.23875,-566.4,4.242
1410,-3.2375,-546.8,4.234
1411,-3.23625,-540.6,4.228
1412,-3.235,-504.6,4.22
1413,-3.23375,-450,4.21
1414,-3.2325,-475.2,4.202
1415,-3.23125,-488.8,4.196
1416,-3.23,-486,4.188
1417,-3.22875,-453.4,4.182
1418,-3.2275,-411.2,4.178
1419,-3.22625,-382.6,4.172
1420,-3.225,-379.8,4.164
1421,-3.22375,-374.8,4.158
1422,-3.2225,-378.6,4.15
1423,-3.22125,-363.4,4.146
1424,-3.22,-308.8,4.14
1425,-3.21875,-321.8,4.136
1426,-3.2175,-325.6,4.13
1427,-3.21625,-326,4.122
1428,-3.215,-309.8,4.118
1429,-3.21375,-293.2,4.112
1430,-3.2125,-268.6,4.108
1431,-3.21125,-250.8,4.102
1432,-3.21,-270.4,4.102
1433,-3.20875,-258.8,4.098
1434,-3.2075,-260.8,4.09
1435,-3.20625,-259.6,4.086
1436,-3.205,-263.2,4.08
1437,-3.20375,-261.8,4.076
1438,-3.2025,-253.2,4.072
1439,-3.20125,-245,4.07
1440,-3.2,-215,4.066
1441,-3.19875,-253.8,4.062
1442,-3.1975,-273.4,4.058
1443,-3.19625,-262.6,4.056
1444,-3.195,-259.6,4.056
1445,-3.19375,-267,4.056
1446,-3.1925,-258.2,4.052
1447,-3.19125,-258.6,4.048
1448,-3.19,-256.2,4.044
1449,-3.18875,-254.8,4.042
1450,-3.1875,-255.2,4.042
1451,-3.18625,-256.4,4.042
1452,-3.185,-259.2,4.038
1453,-3.18375,-259.8,4.038
1454,-3.1825,-255.4,4.034
1455,-3.18125,-255.8,4.038
1456,-3.18,-249,4.038
1457,-3.17875,-260.8,4.034
1458,-3.1775,-261.8,4.03
1459,-3.17625,-260.6,4.03
1460,-3.175,-259.2,4.028
1461,-3.17375,-259.2,4.028
1462,-3.1725,-258.8,4.028
1463,-3.17125,-257.8,4.028
1464,-3.17,-257.2,4.028
1465,-3.16875,-256.2,4.028
1466,-3.1675,-260.8,4.03
1467,-3.16625,-251,4.03
1468,-3.165,-246.4,4.03
1469,-3.16375,-260.8,4.028
1470,-3.1625,-265.2,4.03
1471,-3.16125,-268,4.028
1472,-3.16,-261.8,4.028
1473,-3.15875,-263.2,4.028
1474,-3.1575,-263.2,4.028
1475,-3.15625,-262.2,4.028
1476,-3.155,-259.2,4.028
1477,-3.15375,-260.2,4.028
1478,-3.1525,-262.2,4.03
1479,-3.15125,-261.6,4.03
1480,-3.15,-262.6,4.034
1481,-3.14875,-261.8,4.03
1482,-3.1475,-263.2,4.034
1483,-3.14625,-260.6,4.034
1484,-3.145,-263.2,4.034
1485,-3.14375,-263.2,4.03
1486,-3.1425,-262.8,4.03
1487,-3.14125,-260.2,4.034
1488,-3.14,-261.8,4.034
1489,-3.13875,-259.8,4.034
1490,-3.1375,-263.2,4.034
1491,-3.13625,-263.6,4.034
1492,-3.135,-264.2,4.038
1493,-3.13375,-261.8,4.038
1494,-3.1325,-263.2,4.038
1495,-3.13125,-262.6,4.034
1496,-3.13,-261.6,4.034
1497,-3.12875,-261.2,4.034
1498,-3.1275,-260.2,4.034
1499,-3.12625,-262.6,4.034
1500,-3.125,-261.6,4.034
1501,-3.12375,-259.8,4.038
1502,-3.1225,-262.6,4.038
1503,-3.12125,-261.6,4.038
1504,-3.12,-260.2,4.038
1505,-3.11875,-260.8,4.038
1506,-3.1175,-261.2,4.042
1507,-3.11625,-260.2,4.038
1508,-3.115,-259.6,4.038
1509,-3.11375,-260.8,4.038
1510,-3.1125,-257.8,4.038
1511,-3.11125,-259.6,4.038
1512,-3.11,-259.2,4.038
1513,-3.10875,-255.8,4.042
1514,-3.1075,-259.8,4.042
1515,-3.10625,-260.2,4.044
1516,-3.105,-267.6,4.044
1517,-3.10375,-257.6,4.044
1518,-3.1025,-257.8,4.044
1519,-3.10125,-259.8,4.048
1520,-3.1,-257.6,4.048
1521,-3.09875,-257.2,4.048
1522,-3.0975,-259.2,4.048
1523,-3.09625,-265.2,4.052
1524,-3.095,-255.8,4.052
1525,-3.09375,-253.2,4.052
1526,-3.0925,-258.2,4.052
1527,-3.09125,-262.8,4.056
1528,-3.09,-277,4.056
1529,-3.08875,-275.4,4.058
1530,-3.0875,-262.2,4.058
1531,-3.08625,-259.6,4.062
1532,-3.085,-239.6,4.066
1533,-3.08375,-249.4,4.066
1534,-3.0825,-258.6,4.066
1535,-3.08125,-258.2,4.07
1536,-3.08,-253.4,4.072
1537,-3.07875,-253.4,4.076
1538,-3.0775,-257.2,4.08
1539,-3.07625,-261.2,4.084
1540,-3.075,-262.8,4.084
1541,-3.07375,-271,4.086
1542,-3.0725,-272,4.09
1543,-3.07125,-262.2,4.094
1544,-3.07,-255.2,4.094
1545,-3.06875,-254.4,4.094
1546,-3.0675,-260.6,4.102
1547,-3.06625,-252.2,4.102
1548,-3.065,-254.2,4.102
1549,-3.06375,-259.6,4.104
1550,-3.0625,-255.8,4.112
1551,-3.06125,-256.2,4.116
1552,-3.06,-256.2,4.116
1553,-3.05875,-264.6,4.118
1554,-3.0575,-267.6,4.122
1555,-3.05625,-258.6,4.126
1556,-3.055,-256.8,4.13
1557,-3.05375,-289.6,4.132
1558,-3.0525,-281.8,4.136
1559,-3.05125,-240.4,4.136
1560,-3.05,-235.6,4.144
1561,-3.04875,-252.2,4.146
1562,-3.0475,-254.2,4.15
1563,-3.04625,-259.6,4.154
1564,-3.045,-264.2,4.158
1565,-3.04375,-290.8,4.16
1566,-3.0425,-272.6,4.164
1567,-3.04125,-254.2,4.168
1568,-3.04,-246.8,4.172
1569,-3.03875,-246.8,4.174
1570,-3.0375,-256.2,4.178
1571,-3.03625,-253.2,4.182
1572,-3.035,-247,4.186
1573,-3.03375,-251.4,4.188
1574,-3.0325,-258.2,4.196
1575,-3.03125,-268,4.2
1576,-3.03,-298.2,4.202
1577,-3.02875,-295.2,4.206
1578,-3.0275,-234.2,4.214
1579,-3.02625,-238.6,4.216
1580,-3.025,-251,4.216
1581,-3.02375,-252.8,4.22
1582,-3.0225,-258.6,4.228
1583,-3.02125,-286.2,4.23
1584,-3.02,-276,4.234
1585,-3.01875,-259.8,4.238
1586,-3.0175,-252.4,4.246
1587,-3.01625,-241.6,4.252
1588,-3.015,-241.6,4.256
1589,-3.01375,-249.4,4.26
1590,-3.0125,-254.4,4.262
1591,-3.01125,-264.6,4.266
1592,-3.01,-300,4.27
1593,-3.00875,-296.6,4.274
1594,-3.0075,-237,4.28
1595,-3.00625,-232.6,4.288
1596,-3.005,-251.8,4.294
1597,-3.00375,-256.4,4.298
1598,-3.0025,-276.4,4.304
1599,-3.00125,-287.6,4.312
1600,-3,-256.8,4.316
1601,-2.99875,-245,4.322
1602,-2.9975,-240,4.326
1603,-2.99625,-242,4.33
1604,-2.995,-253.2,4.336
1605,-2.99375,-269,4.34
1606,-2.9925,-288.8,4.344
1607,-2.99125,-299,4.346
1608,-2.99,-234.6,4.35
1609,-2.98875,-233.6,4.36
1610,-2.9875,-248.4,4.368
1611,-2.98625,-266.6,4.372
1612,-2.985,-296,4.378
1613,-2.98375,-275,4.382
1614,-2.9825,-233.2,4.392
1615,-2.98125,-238.2,4.396
1616,-2.98,-247,4.4
1617,-2.97875,-259.2,4.406
1618,-2.9775,-256.4,4.414
1619,-2.97625,-297,4.42
1620,-2.975,-302.4,4.424
1621,-2.97375,-228.8,4.432
1622,-2.9725,-231.2,4.438
1623,-2.97125,-253.8,4.446
1624,-2.97,-291.6,4.452
1625,-2.96875,-275.4,4.46
1626,-2.9675,-244.4,4.462
1627,-2.96625,-227.2,4.466
1628,-2.965,-242.6,4.474
1629,-2.96375,-263.2,4.48
1630,-2.9625,-276.4,4.484
1631,-2.96125,-301.6,4.49
1632,-2.96,-279,4.502
1633,-2.95875,-217.4,4.512
1634,-2.9575,-240.6,4.516
1635,-2.95625,-275.4,4.518
1636,-2.955,-300,4.526
1637,-2.95375,-257.2,4.536
1638,-2.9525,-224.8,4.544
1639,-2.95125,-228.6,4.544
1640,-2.95,-245.8,4.55
1641,-2.94875,-265.2,4.558
1642,-2.9475,-317.6,4.564
1643,-2.94625,-285.2,4.572
1644,-2.945,-226.8,4.578
1645,-2.94375,-240.6,4.586
1646,-2.9425,-278.4,4.592
1647,-2.94125,-294,4.596
1648,-2.94,-255.4,4.604
1649,-2.93875,-220,4.61
1650,-2.9375,-226.2,4.62
1651,-2.93625,-252.2,4.624
1652,-2.935,-291.8,4.632
1653,-2.93375,-323.2,4.638
1654,-2.9325,-232.8,4.646
1655,-2.93125,-223.8,4.656
1656,-2.93,-256.2,4.664
1657,-2.92875,-307,4.67
1658,-2.9275,-265,4.678
1659,-2.92625,-223.8,4.688
1660,-2.925,-230.8,4.694
1661,-2.92375,-260.6,4.702
1662,-2.9225,-290.8,4.706
1663,-2.92125,-299.6,4.716
1664,-2.92,-223.4,4.72
1665,-2.91875,-230.2,4.73
1666,-2.9175,-287.8,4.74
1667,-2.91625,-303.6,4.748
1668,-2.915,-232.2,4.754
1669,-2.91375,-212.6,4.764
1670,-2.9125,-245.8,4.772
1671,-2.91125,-269,4.778
1672,-2.91,-333.6,4.786
1673,-2.90875,-252.4,4.792
1674,-2.9075,-216.8,4.804
1675,-2.90625,-267.6,4.81
1676,-2.905,-305,4.818
1677,-2.90375,-242,4.824
1678,-2.9025,-205,4.836
1679,-2.90125,-235.2,4.842
1680,-2.9,-281.8,4.852
1681,-2.89875,-339.8,4.86
1682,-2.8975,-240,4.87
1683,-2.89625,-217.4,4.88
1684,-2.895,-284.8,4.888
1685,-2.89375,-299.6,4.894
1686,-2.8925,-219,4.906
1687,-2.89125,-202.6,4.912
1688,-2.89,-246.8,4.922
1689,-2.88875,-315.2,4.93
1690,-2.8875,-311.2,4.936
1691,-2.88625,-216,4.952
1692,-2.885,-242.6,4.962
1693,-2.88375,-312.2,4.968
1694,-2.8825,-264,4.98
1695,-2.88125,-198.8,4.986
1696,-2.88,-218.4,4.994
1697,-2.87875,-289.2,4.994
1698,-2.8775,-339,4.994
1699,-2.87625,-221.8,4.994
1700,-2.875,-227.8,4.994
1701,-2.87375,-313.2,4.994
1702,-2.8725,-269,4.99
1703,-2.87125,-196.2,4.994
1704,-2.87,-222.8,4.994
1705,-2.86875,-304.8,4.994
1706,-2.8675,-316.4,0.428
1707,-2.86625,-211.6,0.114
1708,-2.865,-245,0.114
1709,-2.86375,-326.2,0.114
1710,-2.8625,-237.2,0.114
